title,author,isbn,category,total_copies,available_copies,language,pages
L'avantage d'innover plus rapidement,Jean Lemaître,978-0-410-80767-3,Programmation,6,10,Italien,425
La possibilité d'atteindre vos buts autrement,Antoine Clément,978-0-312-14383-1,Science-Fiction,3,6,Français,166
Le droit de concrétiser vos projets avant-tout,Anouk Le Goff,978-0-545-33937-7,Fantasy,3,4,Espagnol,661
L'avantage d'avancer autrement,Olivie Pichon,978-0-9547719-2-8,Histoire,8,8,Allemand,409
Le plaisir d'évoluer avant-tout,Théophile Pierre,978-0-372-30360-2,Histoire,10,6,Espagnol,472
Le plaisir de concrétiser vos projets avant-tout,Dominique Da Silva,978-1-70277-724-7,Thriller,1,1,Espagnol,634
La possibilité d'évoluer naturellement,Brigitte de Pinto,978-1-68478-233-8,Thriller,6,4,Français,561
Le pouvoir de concrétiser vos projets à la pointe,Benoît Rémy,978-0-02-149850-5,Roman,4,2,Allemand,374
La possibilité de louer à sa source,Gilbert Louis,978-0-8238-5917-7,Philosophie,5,8,Allemand,518
Le plaisir de louer avant-tout,André Martineau-Dubois,978-1-4291-7205-9,Programmation,2,6,Allemand,468
Le plaisir d'évoluer à sa source,Vincent Gonzalez,978-0-380-86715-8,Poésie,10,10,Anglais,757
La possibilité de changer à la pointe,Théodore Philippe de Thomas,978-1-872553-90-0,Thriller,3,2,Français,369
La possibilité de rouler de manière efficace,Alix-Alexandrie Klein,978-0-444-72123-5,Roman,1,5,Français,274
Le pouvoir d'avancer avant-tout,Caroline du Allain,978-1-312-49661-3,Philosophie,9,9,Italien,557
L'avantage d'atteindre vos buts plus rapidement,Mathilde Duhamel,978-0-912126-01-2,Science-Fiction,7,8,Allemand,416
L'art d'évoluer de manière efficace,Alexandre Tanguy,978-0-87340-106-7,Science-Fiction,5,6,Anglais,747
La possibilité de rouler en toute tranquilité,Laurent de Peron,978-1-5491-6472-9,Thriller,9,9,Italien,626
L'assurance d'évoluer avant-tout,Alain Joubert,978-0-07-087731-3,Fantasy,7,1,Allemand,185
Le plaisir d'atteindre vos buts à la pointe,Claude Julien,978-0-319-44277-7,Poésie,5,1,Français,621
Le confort de concrétiser vos projets avant-tout,Bernadette Julien,978-1-01-394588-5,Fiction,7,2,Allemand,296
La liberté d'avancer plus rapidement,Julien Bigot,978-0-88276-425-2,Biographie,9,8,Italien,505
Le confort de louer plus rapidement,Marcel Peltier,978-0-277-42219-4,Thriller,2,8,Espagnol,193
La liberté d'évoluer en toute tranquilité,Alain-Jean Voisin,978-0-04-250130-7,Science-Fiction,2,3,Français,95
L'art de louer avant-tout,Antoine Grenier,978-1-4305-5697-8,Science-Fiction,4,3,Espagnol,155
L'assurance de rouler à la pointe,Maurice Daniel,978-1-00-796848-7,Fantasy,7,9,Italien,117
La possibilité de changer à l'état pur,Philippe de la Brun,978-1-4592-5170-0,Fantasy,7,1,Français,93
L'art de concrétiser vos projets de manière sûre,Charlotte Lelièvre,978-0-414-10970-4,Science-Fiction,5,3,Italien,405
L'avantage d'avancer en toute tranquilité,Thomas François,978-0-668-43403-4,Philosophie,6,2,Espagnol,105
L'art de changer sans soucis,Mathilde Paul,978-0-05-712130-9,Biographie,8,6,Anglais,301
Le pouvoir d'évoluer de manière sûre,Léon Gros,978-1-84367-961-5,Thriller,2,9,Espagnol,232
L'art de rouler à la pointe,François Boutin,978-0-7791-6370-0,Fiction,5,7,Français,381
La possibilité d'avancer de manière sûre,André Normand de Gautier,978-1-170-59830-6,Histoire,4,3,Français,722
L'assurance d'avancer avant-tout,Édith de Maury,978-1-75108-189-0,Biographie,1,5,Allemand,588
L'avantage de rouler avant-tout,Jeanne Turpin,978-0-295-65234-4,Histoire,5,8,Anglais,54
L'avantage d'atteindre vos buts à sa source,Alexandrie Courtois,978-0-366-05034-5,Biographie,3,2,Espagnol,678
La possibilité d'atteindre vos buts à la pointe,Stéphanie Lambert-Rémy,978-1-4628-0403-0,Histoire,6,6,Allemand,450
Le plaisir de louer en toute tranquilité,Margot Charrier,978-1-286-08420-5,Philosophie,7,7,Allemand,646
L'avantage de louer autrement,Zoé Le Tanguy,978-0-616-42291-5,Roman,4,2,Allemand,349
La possibilité de concrétiser vos projets à sa source,André Leclercq,978-0-566-24587-9,Fiction,2,1,Espagnol,60
L'assurance de rouler à la pointe,Adélaïde Rey,978-0-01-542563-0,Philosophie,5,6,Allemand,300
L'art d'avancer à sa source,Claudine Georges,978-0-688-05126-6,Thriller,2,9,Anglais,442
Le confort de louer en toute tranquilité,Éric de la Léger,978-0-394-33752-4,Thriller,8,2,Anglais,217
La liberté d'innover avant-tout,Augustin Leroux,978-0-17-751337-4,Science-Fiction,6,4,Allemand,155
Le confort d'innover en toute tranquilité,Daniel-Noël Renault,978-1-05-910218-1,Programmation,8,6,Allemand,480
Le confort de concrétiser vos projets à sa source,Célina Marin,978-1-321-92633-0,Biographie,4,7,Italien,426
L'avantage d'évoluer à l'état pur,Bertrand Le Roux,978-0-505-26087-1,Histoire,4,4,Espagnol,507
Le plaisir de changer autrement,Gilles Gillet-Laporte,978-0-903913-51-5,Fiction,10,5,Français,157
Le confort de changer de manière efficace,Jean Turpin,978-0-8109-3545-7,Programmation,9,4,Italien,244
Le plaisir de louer avant-tout,Bertrand-Georges Merle,978-0-8097-4860-0,Thriller,5,9,Italien,698
Le pouvoir de louer sans soucis,Valérie-Stéphanie Renard,978-1-186-17730-4,Programmation,4,1,Français,597
Le plaisir d'innover en toute tranquilité,Gilbert Mercier-Lenoir,978-1-67281-119-4,Programmation,8,7,Anglais,790
La possibilité d'atteindre vos buts avant-tout,Thérèse Adam,978-0-02-861587-5,Thriller,2,10,Espagnol,564
La possibilité d'évoluer avant-tout,Marguerite Hervé,978-0-19-586789-3,Roman,7,10,Français,200
Le plaisir de concrétiser vos projets en toute tranquilité,Martin de Pottier,978-1-4277-2057-3,Programmation,5,6,Français,268
L'art de concrétiser vos projets à la pointe,Océane Brun,978-0-12-569810-8,Histoire,2,7,Anglais,552
La liberté d'atteindre vos buts sans soucis,Thierry Gérard de la Bouchet,978-1-878891-08-2,Biographie,4,5,Espagnol,767
L'avantage d'avancer autrement,Adélaïde Cousin,978-0-908008-72-8,Fantasy,1,7,Allemand,184
Le plaisir de louer de manière sûre,Guillaume de la Marion,978-0-598-51847-7,Science-Fiction,10,7,Espagnol,486
La possibilité de louer naturellement,Nathalie du Colas,978-1-233-14209-5,Fantasy,2,9,Français,572
Le plaisir de concrétiser vos projets en toute tranquilité,Danielle Dias,978-1-149-50642-4,Thriller,8,7,Espagnol,725
L'assurance d'innover à sa source,Arnaude Bazin,978-0-7777-7418-2,Fantasy,9,7,Allemand,638
Le droit d'innover sans soucis,Noël Lopez,978-0-9842475-3-0,Science-Fiction,1,5,Allemand,288
La possibilité de changer avant-tout,Valérie de la Deschamps,978-0-06-098100-6,Histoire,8,3,Allemand,97
Le plaisir d'atteindre vos buts à la pointe,Victoire-Pauline Vasseur,978-1-71215-325-3,Fiction,9,2,Français,319
Le plaisir d'innover naturellement,Maryse de la Grégoire,978-1-369-28277-1,Histoire,5,5,Italien,747
L'assurance de rouler à sa source,Aurélie de Bonnin,978-1-5238-6054-8,Programmation,2,4,Italien,189
L'assurance de rouler de manière sûre,David Lambert,978-0-7839-6200-9,Fiction,2,6,Allemand,733
Le pouvoir de louer plus facilement,Joséphine-Margaud Lagarde,978-1-945732-49-2,Biographie,3,6,Anglais,320
Le droit de concrétiser vos projets de manière sûre,Élise Bonnet de Bertin,978-1-310-59630-8,Roman,8,10,Français,701
L'art d'atteindre vos buts à sa source,Alain Germain,978-1-4391-7272-8,Poésie,7,8,Allemand,406
Le pouvoir de changer à la pointe,William du Pires,978-0-273-38167-9,Fantasy,6,8,Allemand,299
L'art d'atteindre vos buts de manière efficace,Geneviève-Valérie Maillet,978-0-85964-157-9,Programmation,8,4,Français,296
L'avantage d'avancer plus facilement,Philippe Le Chauvet,978-1-4033-4317-8,Histoire,5,4,Italien,332
Le droit d'innover à la pointe,Margaud Guérin,978-1-334-48249-6,Thriller,9,8,Français,188
Le plaisir d'avancer autrement,Jeanne Guillon de Leroux,978-0-355-71994-9,Philosophie,8,6,Italien,555
La possibilité d'atteindre vos buts en toute tranquilité,Frédéric Jacquet de la Joseph,978-1-280-22497-3,Philosophie,5,2,Espagnol,435
L'assurance de rouler en toute tranquilité,Lucas du Lebon,978-0-9994351-5-1,Thriller,7,7,Anglais,613
Le confort d'atteindre vos buts sans soucis,Philippine-Claudine Lemaire,978-1-4012-8053-6,Roman,7,7,Italien,402
L'art d'avancer plus facilement,Guy Dumont,978-1-131-10136-1,Programmation,4,4,Italien,315
L'assurance de rouler de manière sûre,Édith Weiss-Berthelot,978-0-364-23080-0,Roman,7,7,Espagnol,735
L'avantage d'avancer de manière sûre,Juliette Gaillard,978-0-86254-256-6,Biographie,1,8,Italien,662
Le droit de changer naturellement,Frédéric de la Ribeiro,978-1-306-92037-7,Fiction,8,1,Allemand,748
Le plaisir de changer de manière efficace,Alexandre Guillon,978-1-9859-1573-2,Roman,8,6,Français,585
L'avantage d'innover naturellement,Capucine Da Silva Le Maury,978-1-4345-1097-6,Thriller,3,1,Italien,432
Le pouvoir de concrétiser vos projets avant-tout,Étienne Cohen,978-0-7876-4205-1,Roman,7,8,Anglais,446
Le pouvoir de concrétiser vos projets naturellement,Victor Richard,978-1-68952-563-3,Poésie,1,1,Italien,92
L'assurance d'évoluer autrement,Joséphine Parent,978-0-256-71980-2,Roman,7,9,Français,279
Le plaisir d'innover plus facilement,Aimé-Robert Roux,978-0-85642-774-9,Fiction,4,10,Anglais,205
L'art de changer à l'état pur,Augustin Pons,978-1-881557-62-3,Thriller,6,6,Espagnol,785
La possibilité d'innover en toute tranquilité,Laure Chartier,978-1-75441-781-8,Programmation,7,9,Italien,173
Le droit d'innover avant-tout,André Renault,978-0-577-01657-4,Biographie,5,3,Italien,458
L'assurance de rouler à la pointe,Grégoire Charles,978-1-72408-527-6,Programmation,6,1,Espagnol,425
L'avantage d'avancer à la pointe,Jacqueline Hervé,978-1-63366-481-4,Poésie,8,7,Espagnol,729
La possibilité d'innover en toute tranquilité,Jean Germain,978-0-387-84150-2,Science-Fiction,9,7,Anglais,607
L'art de concrétiser vos projets en toute tranquilité,Louis Dumas,978-0-19-575599-2,Roman,9,7,Allemand,771
L'avantage de rouler sans soucis,Lorraine Delattre Le Mendès,978-0-945100-71-3,Philosophie,9,3,Espagnol,397
Le droit d'évoluer en toute tranquilité,Christine Renard,978-0-415-47487-0,Fiction,8,2,Anglais,280
La liberté de louer naturellement,Anastasie Maillet,978-1-161-86459-5,Biographie,8,2,Italien,81
La possibilité de concrétiser vos projets à l'état pur,Margaux Coulon,978-0-86187-251-0,Fantasy,5,8,Anglais,53
Le plaisir d'avancer à l'état pur,Cécile-Luce Lemaire,978-0-350-69800-3,Histoire,7,5,Allemand,458
Le pouvoir d'évoluer plus facilement,Antoinette Lemoine,978-0-685-59287-8,Philosophie,7,4,Italien,708
Le droit d'atteindre vos buts de manière sûre,Dorothée-Henriette Bailly,978-0-591-39491-7,Thriller,8,5,Italien,536
L'art d'évoluer plus facilement,Luce Rossi,978-1-71926-638-3,Histoire,5,10,Italien,312
L'assurance de rouler autrement,Maurice Robert-Jacquet,978-0-07-404710-1,Philosophie,6,8,Français,439
L'avantage de changer de manière efficace,Julien-William Martinez,978-0-549-21999-6,Programmation,1,2,Allemand,220
Le droit d'atteindre vos buts avant-tout,Anastasie de la Briand,978-1-76633-802-6,Roman,3,8,Espagnol,608
L'avantage de louer plus facilement,Lorraine de la Michel,978-0-683-55146-4,Philosophie,4,8,Italien,200
Le pouvoir de rouler plus rapidement,Alphonse Labbé,978-0-88369-256-1,Poésie,5,8,Espagnol,671
Le pouvoir d'évoluer de manière efficace,Laurence Caron,978-0-14-278405-1,Science-Fiction,1,3,Français,220
La liberté de rouler naturellement,Adèle Pages,978-0-285-48237-1,Fiction,3,3,Italien,128
L'art d'avancer à l'état pur,Joséphine-Monique Morin,978-1-5130-5109-3,Roman,6,10,Anglais,671
L'assurance d'évoluer à l'état pur,David-Raymond Costa,978-0-531-16354-2,Roman,6,6,Espagnol,384
Le pouvoir d'évoluer plus rapidement,Aimé Parent-Arnaud,978-1-71202-311-2,Biographie,9,1,Italien,168
Le plaisir d'évoluer naturellement,Alexandre Lamy de Besnard,978-1-399-60195-5,Science-Fiction,4,10,Italien,560
L'avantage d'atteindre vos buts plus facilement,Léon Thierry,978-1-926374-23-9,Histoire,4,9,Français,293
Le confort de louer autrement,Arnaude Hervé-Roy,978-0-8113-5907-8,Fantasy,7,7,Français,736
La possibilité de louer plus rapidement,Valentine Thierry,978-0-500-92672-7,Fantasy,2,1,Allemand,343
Le confort d'atteindre vos buts plus facilement,Suzanne Thierry,978-1-359-95322-3,Science-Fiction,5,10,Anglais,478
La liberté d'atteindre vos buts à sa source,Astrid Mercier-Berthelot,978-1-339-74610-4,Science-Fiction,6,2,Italien,702
Le plaisir de rouler sans soucis,Augustin Samson,978-1-4828-8782-2,Roman,8,9,Espagnol,751
Le confort d'innover sans soucis,Aurélie-Catherine Bruneau,978-0-17-811290-3,Fantasy,4,9,Italien,519
Le pouvoir de louer sans soucis,Gabriel Meunier,978-0-557-03889-3,Fantasy,3,10,Allemand,743
L'art d'innover naturellement,Aurélie Normand de Besson,978-1-5240-5339-0,Philosophie,10,9,Français,563
L'avantage de louer à sa source,Alexandre Legros,978-0-486-71743-2,Programmation,5,9,Anglais,74
Le plaisir de louer à la pointe,Michelle Perez-Hardy,978-1-00-518985-3,Fantasy,1,6,Allemand,178
Le plaisir d'atteindre vos buts de manière efficace,Marie-Brigitte Pasquier,978-1-109-52313-3,Thriller,10,1,Allemand,312
Le confort de changer en toute tranquilité,Lucie Guichard,978-1-7325343-9-1,Biographie,1,6,Allemand,106
L'assurance d'évoluer à la pointe,Laurence Gilles,978-0-551-81631-2,Roman,6,4,Italien,773
L'avantage de changer de manière sûre,Gérard Fleury,978-0-89675-901-5,Roman,4,2,Allemand,357
Le pouvoir d'atteindre vos buts de manière efficace,Roger Colin-Albert,978-1-85531-079-7,Fantasy,2,3,Espagnol,476
Le pouvoir d'innover en toute tranquilité,Marthe Le Tessier,978-0-85628-131-0,Science-Fiction,2,5,Français,93
L'avantage d'atteindre vos buts à sa source,Véronique du Rodriguez,978-1-314-20239-7,Science-Fiction,9,4,Italien,517
La liberté de rouler à sa source,Thérèse Le Rocher,978-1-86078-713-3,Poésie,10,2,Espagnol,487
Le plaisir d'innover naturellement,Yves Garnier-Dumas,978-1-5491-2509-6,Fantasy,8,9,Français,772
L'assurance de concrétiser vos projets en toute tranquilité,Antoinette Wagner-Giraud,978-0-15-402065-9,Programmation,8,7,Espagnol,252
Le confort de concrétiser vos projets autrement,Christine Mendès,978-1-962727-81-5,Roman,8,4,Anglais,128
La liberté d'atteindre vos buts à sa source,Patricia Bègue,978-0-473-60515-5,Fantasy,8,1,Français,488
La possibilité de rouler naturellement,Céline-Anne Breton,978-1-70669-712-1,Philosophie,1,8,Espagnol,585
Le pouvoir de rouler plus facilement,William-Arthur Pelletier,978-0-7493-4157-2,Histoire,9,6,Français,220
L'assurance d'avancer à sa source,Sébastien Paris de la Boucher,978-1-216-37993-7,Programmation,1,5,Italien,533
Le pouvoir de changer autrement,Patricia Blondel,978-1-176-48610-2,Philosophie,8,4,Anglais,366
Le pouvoir de concrétiser vos projets en toute tranquilité,Jacques Collet,978-1-85967-852-7,Fantasy,1,9,Espagnol,143
Le confort de rouler en toute tranquilité,Valérie Olivier,978-0-01-168680-6,Histoire,10,5,Espagnol,730
Le droit d'atteindre vos buts plus rapidement,Agathe Gautier,978-0-383-34982-8,Fantasy,5,9,Français,335
L'assurance d'atteindre vos buts à l'état pur,Adèle Martins,978-1-320-60241-9,Science-Fiction,2,5,Espagnol,695
Le droit d'innover plus rapidement,Raymond du Weber,978-0-420-84782-9,Roman,7,9,Allemand,338
Le pouvoir d'évoluer à sa source,Olivie Renard,978-1-125-27624-2,Fantasy,3,8,Espagnol,390
L'art de louer de manière efficace,Claudine-Chantal Lagarde,978-0-353-28951-2,Programmation,2,5,Espagnol,300
Le droit de louer de manière sûre,Capucine-Gabrielle Albert,978-0-11-452078-6,Philosophie,9,4,Anglais,424
L'avantage d'évoluer plus facilement,Zacharie Gay,978-1-9778-3322-8,Histoire,5,9,Français,468
Le plaisir d'innover de manière sûre,Patrick-Étienne Petit,978-1-356-92587-2,Science-Fiction,8,8,Espagnol,587
La possibilité de rouler naturellement,Astrid Lefort,978-1-372-38541-4,Biographie,3,3,Italien,112
L'assurance de rouler plus facilement,Bernard Faure du Lefèvre,978-0-8211-8033-4,Poésie,3,2,Allemand,406
L'art de louer à l'état pur,Guy-Vincent Lenoir,978-1-09-162120-6,Biographie,5,7,Italien,154
Le confort de concrétiser vos projets plus rapidement,Jacques Potier,978-0-626-95842-8,Programmation,10,2,Espagnol,635
L'art d'évoluer avant-tout,Thibault Neveu,978-0-375-26790-1,Fantasy,5,9,Espagnol,779
L'assurance d'évoluer sans soucis,Paulette Rocher,978-1-237-23107-8,Histoire,1,3,Italien,63
L'avantage de changer plus facilement,Rémy Moulin Le Laine,978-0-370-83111-4,Poésie,8,7,Italien,109
Le droit d'avancer plus rapidement,Alix Raymond de Bonnin,978-0-9634706-1-4,Fantasy,4,7,Français,262
Le pouvoir de louer en toute tranquilité,Danielle-Colette Launay,978-1-4949-0811-9,Histoire,10,5,Italien,155
La possibilité de rouler à sa source,Olivier Marty,978-1-9737-4580-8,Fantasy,1,1,Français,552
Le plaisir d'atteindre vos buts sans soucis,Margot Charpentier,978-0-7045-0503-2,Thriller,2,5,Espagnol,520
La liberté d'innover à sa source,Véronique Petit,978-0-9665187-7-1,Biographie,3,9,Espagnol,295
Le droit d'innover plus rapidement,Alexandrie Lecoq-Weber,978-1-107-23152-8,Histoire,2,3,Espagnol,703
Le droit de changer de manière sûre,Jules Baudry,978-1-117-01997-0,Philosophie,9,2,Allemand,322
L'avantage de louer de manière efficace,Hugues Allard,978-1-08-612251-0,Programmation,3,10,Espagnol,373
Le confort de changer plus facilement,Louis Torres,978-1-4950-5325-2,Thriller,7,6,Espagnol,577
Le droit d'avancer naturellement,Isaac Maurice,978-0-568-44290-0,Fantasy,4,8,Espagnol,81
Le plaisir de rouler naturellement,Georges Alves,978-0-19-836659-1,Roman,5,2,Italien,647
L'assurance de changer avant-tout,Charles Meyer Le Couturier,978-0-7165-5872-9,Histoire,4,3,Anglais,757
Le plaisir d'évoluer sans soucis,Richard du Benard,978-0-06-224964-7,Fantasy,10,10,Français,270
Le confort de rouler de manière efficace,Bernard Noël,978-1-374-83376-0,Roman,4,10,Italien,551
L'art de louer de manière sûre,Vincent Turpin,978-1-284-16584-5,Thriller,8,10,Anglais,450
La possibilité de rouler naturellement,Frédérique Auger,978-0-378-87513-4,Fantasy,8,10,Allemand,535
Le droit de louer à sa source,Nathalie Michaud,978-0-209-34643-7,Philosophie,3,6,Français,468
L'avantage d'atteindre vos buts à sa source,Guy Sauvage,978-1-86914-408-1,Science-Fiction,6,3,Anglais,89
L'avantage de rouler de manière sûre,Antoinette Pires de Lelièvre,978-0-201-45292-1,Programmation,9,5,Allemand,81
Le confort d'avancer de manière sûre,Augustin Guyot-Carre,978-1-876417-15-4,Programmation,8,3,Italien,62
La possibilité d'atteindre vos buts plus facilement,Colette Simon,978-1-4823-0984-3,Biographie,8,3,Espagnol,630
